Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,direction
41,0,0.19672337545836546,2025-05-24 00:05:00+00:00,2542.1483279999998,0.30005999999999994,2025-05-24 00:25:00+00:00,2525.89,0.2981409641019184,-3.796594127571152,-0.007591669921158073,Long,Closed,41,LONG
42,0,0.1954491617185454,2025-05-24 14:45:00+00:00,2558.721642,0.30006,2025-05-24 21:15:00+00:00,2544.81,0.2984285887397829,-3.3175073557682846,-0.006633687973941781,Long,Closed,42,LONG
43,0,0.19359210144226116,2025-05-27 06:00:00+00:00,2583.26655,0.30005999999999994,2025-05-27 06:55:00+00:00,2569.59,0.2984713967670119,-3.2462034517471032,-0.006491108681757856,Long,Closed,43,LONG
44,0,0.1865671641791045,2025-05-27 13:15:00+00:00,2680.536,0.30006,2025-05-27 13:30:00+00:00,2656.35,0.2973526119402985,-5.109726044776109,-0.010217408607830651,Long,Closed,44,LONG
45,0,0.18642873388789669,2025-05-27 16:45:00+00:00,2682.5263979999995,0.30005999999999994,2025-05-27 17:45:00+00:00,2710.34,0.30317115276343315,4.582023452958547,0.009162214463024489,Long,Closed,45,LONG
46,0,0.18924412113137704,2025-05-28 08:35:00+00:00,2642.618418,0.30005999999999994,2025-05-28 09:40:00+00:00,2628.61,0.2984693935482894,-3.2495401463992257,-0.006497780736651122,Long,Closed,46,LONG
47,0,0.18914675897028504,2025-05-28 21:15:00+00:00,2643.97869,0.30005999999999994,2025-05-28 23:10:00+00:00,2673.03,0.3033569766782046,4.891544153662891,0.0097811320809096,Long,Closed,47,LONG
48,0,0.18500703026715015,2025-05-29 00:25:00+00:00,2703.14052,0.30005999999999994,2025-05-29 02:25:00+00:00,2745.49,0.3047609709168948,7.2301305572411625,0.014457369640554215,Long,Closed,48,LONG
49,0,0.19763548900949046,2025-05-31 08:45:00+00:00,2530.415982,0.30006,2025-05-31 10:35:00+00:00,2515.71,0.2983161456336391,-3.5048000895684224,-0.007008198539428958,Long,Closed,49,LONG
50,0,0.19703579352225123,2025-05-31 12:55:00+00:00,2538.117522,0.30005999999999994,2025-06-01 00:00:00+00:00,2524.38,0.29843592987102036,-3.30527947817039,-0.006609237108918997,Long,Closed,50,LONG
51,0,0.19873524887615218,2025-06-01 06:35:00+00:00,2516.413182,0.30005999999999994,2025-06-01 08:20:00+00:00,2502.5,0.29840097618754247,-3.3635006636166653,-0.006725656195994132,Long,Closed,51,LONG
52,0,0.19744973916889455,2025-06-01 16:05:00+00:00,2532.796458,0.30005999999999994,2025-06-01 18:20:00+00:00,2518.35,0.2983485303815913,-3.450857894395967,-0.006900335721647605,Long,Closed,52,LONG
53,0,0.19731649565903708,2025-06-01 20:35:00+00:00,2534.5068,0.30005999999999994,2025-06-02 02:05:00+00:00,2519.99,0.2983413575374901,-3.4628054617206554,-0.006924226078225666,Long,Closed,53,LONG
54,0,0.18965831158584692,2025-06-03 01:35:00+00:00,2636.847264,0.30005999999999994,2025-06-03 02:45:00+00:00,2618.74,0.2979994841293924,-4.03225260180862,-0.008062892625092223,Long,Closed,54,LONG
